ID VALUE SCORE
62199425 542268.23055 0.28726
13967310 259504.19127 0.2898
49835652 357088.52866 0.29078
72600639 194141.88317 0.29166
52432105 169205.43692 0.29169
75147894 69658.84847 0.29383
95705682 17869.47881 0.29926
47483845 668.41133 0.2998
74566535 72181.0133 0.304
59616999 19611.49167 0.30896
84738602 62119.14894 0.30951
65336863 334701.25345 0.30984
29728520 315944.90899 0.31643
77782105 135949.22712 0.31865
35225644 404823.3135 0.319
76989799 29953.50025 0.3228
51063398 139238.08759 0.3256
55151240 410973.41268 0.33599
7787501 105307.36518 0.3535
65665334 140348.37962 0.35748
41340866 239269.88282 0.361
32367163 311091.39528 0.36317
39589313 29873.33987 0.3677
94859204 896104.02541 0.36859
42817212 17568.86659 0.37053
55253484 26636.65415 0.37211
84345741 218764.56166 0.37436
3371755 37753.14883 0.37506
47714936 4634.77577 0.37555
31143288 645663.15709 0.3764
50580275 350980.77159 0.37839
90599954 29010.71585 0.38419
53750763 91247.82645 0.38799
77653318 126085.71623 0.38882
95434948 118911.44832 0.39461
50131208 568150.01442 0.39738
94577013 140896.63033 0.39768
34710082 276103.55844 0.40037
4492976 234729.56338 0.40062
11857945 7480.15274 0.40287
69247709 51893.47401 0.40591
59355915 11692.16789 0.4114
40221235 184352.29903 0.42152
15113540 210123.23154 0.42672
52525247 12668.00341 0.42837
24470719 552510.7494 0.43613
87350040 445767.56306 0.43618
55585401 184563.85067 0.4395
66672789 299897.6395 0.44398
43654381 227108.01093 0.44465
11034767 25179.92613 0.44526
6817452 627495.91906 0.44588
90161936 734778.57919 0.4478
51360714 20156.46681 0.4484
45422749 906.38556 0.4491
63764182 32325.21164 0.4552
95819995 177387.72766 0.45715
53988193 18059.84345 0.45865
79284848 442422.4505 0.46369
15043772 233239.97596 0.46544
20928260 27284.25203 0.46662
55611124 792389.08613 0.47597
12162198 66457.65697 0.47911
31427896 201882.17325 0.47963
13407086 16263.57891 0.48296
14696452 105711.45016 0.48439
75389564 329993.46755 0.48504
10358813 42154.3964 0.4856
47087084 21305.07385 0.48932
12124258 67165.32026 0.49215
53103172 387515.67518 0.50162
54761583 59203.74984 0.50787
7840083 470710.2838 0.5082
76669455 184576.31245 0.5116
73328069 153231.38882 0.51246
85591391 200076.00423 0.51647
28160881 192238.87067 0.51801
72787002 284528.26531 0.52021
1349202 573698.04725 0.52264
25520049 131913.39831 0.52529
4935335 161587.90425 0.52809
78957945 178101.76996 0.53103
39208697 698642.83327 0.53127
69710457 56003.97216 0.53625
76433168 2072.23645 0.54065
22799128 352037.05721 0.54713
40085683 66008.72036 0.55644
43276133 221421.14606 0.55901
33852367 308172.1806 0.56304
99560432 35637.403 0.56598
17154631 582571.06485 0.56715
54507469 129943.60668 0.56952
29286955 79517.59995 0.57003
88174572 203763.23492 0.5708
42084609 157187.02531 0.57658
16643772 21012.15286 0.58237
48291179 42834.10116 0.58237
24147123 901622.1643 0.58702
42457052 476329.58687 0.5895
95384001 859.94863 0.59377
77439862 32337.96911 0.59388
41537468 145528.0986 0.59405
70841432 277166.46307 0.59446
30920929 237327.67555 0.59451
51252978 112436.08704 0.59671
22742683 332823.73082 0.59679
95194537 83864.97101 0.59868
96772529 24045.2136 0.60224
21162449 206547.92909 0.60564
63408999 595354.80394 0.60684
80595581 277963.46926 0.60983
5756322 287406.27759 0.61085
86316793 216771.10915 0.61213
30670107 281381.58636 0.61695
66533123 281172.69781 0.61826
64265401 62727.60042 0.61948
72509873 113914.01688 0.62397
90307383 17791.61959 0.6242
36480245 56143.16573 0.63072
64409053 87197.88751 0.63109
52254018 21034.04204 0.63821
44668831 10423.04103 0.6384
16776431 87086.18903 0.64057
52493288 136636.20514 0.64119
13280912 384458.22449 0.64245
62693894 111826.52594 0.64249
25406894 602263.41235 0.65103
76717238 779.55287 0.65289
25919512 149091.34366 0.65469
93967210 124069.02482 0.65753
42072049 33271.69948 0.66311
45330907 94375.74155 0.66391
91109648 348939.81832 0.66529
22325174 771174.25524 0.66622
87752636 36401.94003 0.66753
52732511 129997.8781 0.66902
10839776 5760.10759 0.67136
88526016 42651.24895 0.67421
21795771 354234.58396 0.67546
53482601 104413.52686 0.67573
58963105 12428.71887 0.67603
89149509 76917.37562 0.67869
56457073 273518.81142 0.68245
99136062 1158.03462 0.68799
70945342 169276.80132 0.68922
97554067 18398.11923 0.69058
11386339 264815.13793 0.69412
17313188 50243.71741 0.69712
82053131 388415.15021 0.69971
52915555 202842.68795 0.70042
65066102 24486.72135 0.7008
4582808 44896.53359 0.7017
99327869 202053.35351 0.70812
12255259 9114.15092 0.71638
7397990 195652.80132 0.7164
42120067 2991.09449 0.71803
75168214 76599.23348 0.722
57172296 5584.20356 0.72385
80482112 132604.1328 0.72655
62057209 206619.76064 0.72707
26051324 426531.24671 0.73145
76218643 152519.27324 0.73256
52942879 65927.52027 0.73546
77006963 81652.18591 0.7365
71046590 589711.54951 0.73685
42503848 497702.75375 0.73689
41292598 468619.43631 0.73851
76671492 599590.90476 0.73999
740177 670979.96006 0.741
87464739 94963.7792 0.74161
74366012 350444.52773 0.74537
41729271 43518.30642 0.7466
9745750 50899.64598 0.74814
51330466 105724.74506 0.74817
35678257 197252.79207 0.75051
51252626 130477.92947 0.75907
57144761 23250.26147 0.76126
25479317 250681.06748 0.76195
40110591 92864.10946 0.76543
49312987 563094.47876 0.7656
23351450 788062.50094 0.76606
73720573 641366.06584 0.76943
9451362 264419.02962 0.76961
76603045 231557.09493 0.76987
36088370 66283.88644 0.77206
98560615 211468.57593 0.77279
50246956 142479.94463 0.77718
83432305 143519.41915 0.77866
5332072 100892.39593 0.78189
80576646 226650.29106 0.78362
76178519 413088.78668 0.78369
86635224 216751.23316 0.78444
25083761 25392.20191 0.78648
46011082 58824.88688 0.79118
30758910 46543.21234 0.79313
86277947 237362.36897 0.79531
58524342 257491.79901 0.79595
70530981 91932.7518 0.79658
56267671 559989.51975 0.80163
56817824 66393.71392 0.80307
8806251 292772.91972 0.80978
19694397 239282.06503 0.81097
71628945 223162.79717 0.81309
80103487 683514.88195 0.81788
75192609 235636.18777 0.82169
83465602 654669.19267 0.82187
94370541 145414.3051 0.8226
4546374 476843.30997 0.82539
93172684 580746.07972 0.82897
63161734 331837.41712 0.8305
43132619 52828.63843 0.83415
37857085 150286.82574 0.83698
80829299 494748.79721 0.83784
22778790 95134.98969 0.8381
90974059 146878.92713 0.83826
3565119 43584.33686 0.84187
71611290 35120.5278 0.84394
43926757 417555.95185 0.84463
91047735 396549.27503 0.8454
55499734 63984.33924 0.8472
33267793 478527.53584 0.84761
34311523 1982.63237 0.84902
43510745 20991.35941 0.85746
73055920 506884.73368 0.85871
82053003 145338.56708 0.8649
26556259 1494.44531 0.8718
55805331 354459.95989 0.87576
50671648 671819.65282 0.87607
64935234 36082.27796 0.87798
93211014 11913.77305 0.88076
29810340 93813.05451 0.88372
78519262 135868.78648 0.88419
25343475 608312.81013 0.89117
32876742 69812.02193 0.89687
52498403 188164.76187 0.89878
20414236 262582.86834 0.8988
95591639 874133.58616 0.89992
88151223 191068.47658 0.90099
80016748 342929.8234 0.90143
74794209 34844.65582 0.90761
27442285 50319.11607 0.91048
286838 10324.69558 0.91303
57117060 432824.64263 0.91306
17104244 85506.21532 0.91533
1856259 175483.59849 0.9157
7202129 432862.74584 0.91689
49750103 247508.34587 0.92321
8881318 358876.38598 0.9234
22724208 27871.96887 0.92349
28310750 71872.79951 0.92523
74097875 462853.43925 0.92748
91590250 72318.26292 0.93041
40869744 55705.08375 0.93102
31105255 625243.64805 0.94228
83252070 605969.38358 0.9432
73057007 620348.02085 0.94455
22141530 49176.32209 0.94504
24498036 81846.18864 0.94544
78340846 193411.00109 0.94968
80625935 7545.36908 0.95061
12462191 414945.68762 0.9508
87029602 67326.55676 0.95141
81240372 126098.66315 0.9576
40422597 5988.24967 0.9583
47525576 76870.28663 0.95849
38314934 534562.07007 0.95919
23560814 188543.82767 0.96129
65659006 511556.50102 0.96216
41774185 284867.75769 0.96301
73330685 142680.59561 0.96501
87405164 64584.36425 0.96626
60049246 251196.60475 0.9673
70509181 177336.27466 0.97073
80444173 688041.33306 0.9759
21073985 18332.07393 0.97712
6030342 1430.89768 0.97762
76142291 520112.705 0.9832
60563498 119618.33063 0.98469
70001098 178065.51219 0.98571
91815952 621772.23659 0.99264
6673436 93836.01896 0.99819
41327235 542609.28643 0.99829
