ID VALUE SCORE
41743561 19308.777 0.94
62749242 57863.78 0.993
27726620 43904.756 0.305
64190133 617495.939 0.546
99974456 100688.619 0.832
63256854 642509.702 0.761
56805345 192608.672 0.54
57662415 17.204 0.778
80110271 300721.718 0.716
41638201 595645.954 0.487
56417460 2049.336 0.641
93546853 8815.496 0.808
65054589 245405.737 0.859
65351970 67248.611 0.174
96869974 562213.696 0.029
75246185 484455.938 0.524
40724034 214189.212 0.464
70430365 64965.463 0.72
74061083 163541.833 0.125
76541304 45691.131 0.65
7887906 286332.422 0.13
2592193 101216.293 0.191
40151559 73849.647 0.985
51326531 201184.539 0.306
15873488 42985.224 0.554
39471497 16405.822 0.904
63897112 85396.881 0.337
70015322 38073.067 0.497
40937706 428067.648 0.399
8990455 581581.921 0.964
89239592 424.379 0.193
37043622 455354.131 0.101
19849846 809637.879 0.417
53663580 36308.375 0.296
35081267 16497.635 0.582
19625534 4403.194 0.203
38341145 66140.563 0.968
30087761 9443.423 0.452
21146231 179179.686 0.452
71405823 539556.617 0.846
61293253 164808.57 0.173
40728985 86708.881 0.213
80795289 37279.598 0.804
89499794 448698.904 0.757
15993852 347862.746 0.144
28114205 170691.424 0.618
22407082 367228.599 0.734
46045059 128491.472 0.213
47719038 252960.698 0.294
72687247 87691.823 0.084
25257745 690488.005 0.755
17851263 407066.253 0.6
52614471 584.016 0.042
71144431 15469.167 0.601
15327421 484831.071 0.629
39547236 577027.034 0.902
85394060 141896.892 0.835
12934465 188754.833 0.762
82565378 257542.575 0.22
2363360 45004.118 0.475
86998562 76360.085 0.682
49407185 277347.257 0.108
12055128 38377.319 0.297
398030 205932.373 0.559
22835460 122853.405 0.017
22197960 59822.236 0.217
36707607 11939.883 0.054
62201692 584066.935 0.913
53675684 94957.4 0.072
60712164 216831.801 0.817
48857957 601565.848 0.378
76488534 275856.093 0.157
62793386 94024.397 0.236
48427345 745743.876 0.213
16400751 294388.523 0.981
74137138 627700.312 0.598
34272825 33559.576 0.62
97901507 131528.912 0.95
16159773 22922.198 0.399
74592653 24315.634 0.144
30667464 444750.597 0.052
46391651 423961.258 0.488
49956645 26562.527 0.487
49430199 421180.458 0.237
53503180 269496.702 0.538
61690983 248310.318 0.95
21506171 120897.763 0.414
32566633 6264.269 0.483
51893397 444155.447 0.458
44920560 221931.312 0.996
32445789 232672.85 0.316
72177532 37737.501 0.171
39002978 214573.12 0.854
4545315 64676.243 0.109
64217400 86495.867 0.577
57020087 46168.992 0.133
46700876 438953.318 0.912
77596029 218024.963 0.315
33007744 240806.0 0.058
5996889 219645.805 0.717
18746410 91270.031 0.639
4365620 41866.233 0.593
86047477 418296.233 0.836
97469837 799.612 0.22
9366658 15300.977 0.85
1468588 441592.913 0.284
80229328 129292.956 0.113
61840728 240776.649 0.14
21493426 20047.54 0.116
90986943 12951.924 0.385
15736912 751949.403 0.409
23954147 6075.243 0.692
74231357 55862.668 0.972
91202471 4281.672 0.645
23969563 126961.514 0.014
4391715 346677.521 0.176
36941545 6911.907 0.584
23747079 623824.772 0.165
41289379 42503.116 0.492
89645243 415618.94 0.904
5043881 17115.277 0.57
55539171 11148.282 0.036
82668514 120319.729 0.35
38978176 75822.243 0.409
65770903 6553.142 0.115
49250644 86224.7 0.637
73969354 62814.418 0.112
2827527 30279.908 0.636
9046891 755034.288 0.395
69321868 256534.04 0.491
45242380 19249.361 0.704
32129329 50059.001 0.4
71109267 97202.041 0.093
53271245 369519.628 0.178
18069587 2783.83 0.956
30823164 495768.799 0.415
84267178 1593.993 0.036
72314774 259024.43 0.916
2101883 198726.374 0.529
773949 122294.216 0.126
59956883 186110.403 0.409
37854388 182310.382 0.973
23338998 12349.165 0.732
40901720 388467.27 0.093
23613614 198777.026 0.169
22503420 496198.458 0.395
46907479 540436.075 0.322
36168494 25715.003 0.992
5001947 24812.963 0.606
68942285 264625.508 0.914
46821136 562558.032 0.751
71420768 29676.594 0.259
14872747 38221.383 0.622
7528974 157812.935 0.135
80574732 157084.574 0.457
83014087 300479.868 0.819
5405413 32942.101 0.276
85887262 42126.948 0.794
61435662 72683.504 0.032
21646845 139404.429 0.062
68951322 4284.414 0.122
58339604 395076.971 0.274
42135745 144821.999 0.271
9115398 829903.582 0.324
99893477 599596.921 0.981
5850375 57820.244 0.92
60231068 218327.237 0.7
65737018 592298.551 0.942
84185343 353037.637 0.387
32337101 578191.762 0.819
47124246 316464.771 0.682
11780522 179417.931 0.401
29282033 9928.148 0.159
88186975 589286.733 0.16
60417006 803517.484 0.094
47996833 62808.79 0.111
29241062 10934.578 0.075
86403263 337884.727 0.567
87893674 110797.23 0.168
41636620 73493.287 0.195
29751088 208132.42 0.35
15810495 87736.69 0.625
6993950 70199.258 0.322
54204053 58797.356 0.886
44442553 49755.293 0.225
92234625 384978.386 0.146
65584007 297143.428 0.502
52288933 17480.959 0.297
74837580 234800.45 0.58
88062408 204429.871 0.828
89511664 97886.84 0.761
51673335 164963.315 0.223
17188546 774718.46 0.702
22108916 6641.939 0.583
59524568 162267.22 0.688
9096529 192929.393 0.125
31978793 145895.79 0.22
19138249 190021.827 0.304
16027017 280940.594 0.68
11744994 132039.082 0.517
38702828 321087.098 0.931
74063115 357409.555 0.713
45990271 381013.829 0.755
93467339 118150.009 0.607
15800412 350281.253 0.991
67464570 64140.748 0.675
8348507 191352.447 0.492
85817011 676078.878 0.606
86880148 190560.966 0.956
89128619 345162.524 0.241
27463551 368983.906 0.801
77553336 722963.198 0.843
38993337 178386.845 0.968
11312493 74547.531 0.729
63298123 10525.871 0.644
70026529 263825.22 0.145
56039319 830346.859 0.742
42345176 117621.68 0.269
76641990 675652.866 0.388
68290833 41253.096 0.391
87704204 158509.716 0.027
87421481 257180.282 0.515
87443968 169899.299 0.26
49126408 57704.606 0.672
14347595 172790.263 0.054
55532985 262291.842 0.064
3561376 627462.534 0.977
48007082 60423.92 0.735
55904973 612449.131 0.612
46558140 240917.332 0.797
20190911 54629.28 0.285
37719063 97178.736 0.24
19233506 496713.502 0.623
69003593 540765.448 0.972
76095935 337265.132 0.544
97310338 109293.276 0.431
24113838 165957.659 0.93
40157246 490088.561 0.788
18238804 368100.189 0.376
99918372 66924.394 0.925
56667264 401665.936 0.513
72258659 278037.025 0.093
19691855 683735.422 0.735
83185516 211533.332 0.086
70824619 23828.629 0.212
21198172 420131.413 0.678
41476148 99345.533 0.397
73140496 276264.864 0.904
4308661 779251.541 0.758
99660362 997340.9 0.153
69125652 570939.798 0.358
65121463 24335.102 0.471
69780919 229958.503 0.612
69208237 150573.631 0.105
85573823 575411.023 0.587
16316480 366121.117 0.9
53913388 51168.152 0.63
19851071 104026.11 0.27
98824914 237497.467 0.749
70851882 108975.332 0.014
42560425 16452.279 0.408
22334468 116570.481 0.963
61733776 528196.949 0.722
85629683 256988.274 0.075
20578228 708582.04 0.692
2627162 315498.684 0.373
30607688 781979.887 0.142
37026616 198406.023 0.224
17502212 124282.831 0.438
41243342 315055.45 0.137
60252618 895261.515 0.371
53943245 23389.654 0.623
57391324 103020.155 0.428
43985868 218653.161 0.548
10271856 51171.329 0.886
71480841 392243.976 0.747
93055526 33684.908 0.808
51513126 215005.033 0.176
13679128 111327.194 0.099
62459977 77759.611 0.51
86925418 129581.681 0.038
43848883 81939.391 0.555
26848961 198605.801 0.96
9252913 158958.325 0.7
40710571 586315.087 0.128
10413967 321692.934 0.185
50848363 86729.487 0.919
2947358 168426.052 0.867
17334360 285347.199 0.559
61495246 94738.164 0.869
61235539 164460.402 0.093
92967203 108781.337 0.197
67486432 60151.084 0.293
77513865 38569.511 0.699
93898696 64890.666 0.407
57351248 443174.361 0.392
1890659 295237.909 0.728
31634443 46470.14 0.553
67288091 795.905 0.458
81042338 417401.449 0.224
56985184 113332.929 0.487
67381301 296362.463 0.84
40966154 690123.776 0.029
17675315 66741.88 0.441
51803771 852966.291 0.348
6528471 212754.781 0.191
50093531 284821.072 0.713
79701001 720651.311 0.041
82946011 312661.95 0.805
74450179 452324.345 0.444
1783941 259815.315 0.729
79410085 440833.739 0.926
7092842 503968.971 0.581
85430992 26097.391 0.304
19647967 27817.451 0.913
73796212 23794.208 0.199
42297566 722101.194 0.704
95473134 137284.205 0.731
30077368 351281.868 0.541
59207477 80469.839 0.449
68437117 222537.705 0.76
87362362 301264.999 0.028
22765760 47751.69 0.541
14809547 210191.182 0.947
17067150 6544.498 0.823
27335552 17811.189 0.856
20317760 842.374 0.92
66219566 519589.464 0.894
22982201 49810.901 0.177
69694163 457102.67 0.258
61936628 50842.847 0.845
67549701 31105.281 0.446
76561695 71851.812 0.006
63993137 16134.224 0.791
78723324 188141.378 0.803
53393315 706750.855 0.482
85100013 684918.916 0.876
68251696 20007.98 0.425
6998922 670415.773 0.239
78968279 767410.763 0.873
40290997 100035.092 0.165
74389277 453377.048 0.953
214396 726399.785 0.878
28945696 228311.979 0.908
13798023 645570.253 0.212
35751951 58757.209 0.361
37061469 25387.347 0.222
77698336 415400.807 0.249
12320876 518231.614 0.901
43698532 403032.579 0.939
82892848 80004.37 0.939
8173722 209874.02 0.118
35270118 143529.648 0.947
73302821 9532.774 0.645
9364241 194879.027 0.89
83718614 46814.787 0.29
9446414 18983.918 0.909
62251962 533093.411 0.677
76777399 340614.89 0.969
14925056 1298.591 0.616
42833545 705092.385 0.582
13777858 528964.853 0.918
69185485 10528.851 0.152
92864037 165352.576 0.116
60833765 459116.565 0.623
51269503 141721.922 0.831
9022182 482521.843 0.196
46664410 393896.648 0.313
37365459 629076.637 0.712
41868200 14510.526 0.221
83579286 807449.25 0.842
39849312 327540.154 0.098
82711468 116287.141 0.924
97200947 39471.237 0.693
86603395 163283.017 0.494
6645216 453856.571 0.662
87212377 136836.925 0.943
31743013 166404.732 0.958
47408456 307549.948 0.34
75001110 12511.706 0.072
60961327 161781.548 0.251
53861262 41439.063 0.789
93466134 6185.115 0.53
50355420 107949.977 0.766
22500434 109141.625 0.19
64019528 96324.451 0.654
58141066 591045.713 0.394
42169587 593328.283 0.444
70490409 8855.47 0.423
33681462 234858.601 0.646
43998924 43956.958 0.979
73425382 603263.029 0.35
30934849 55648.514 0.579
54642147 3496.041 0.451
68520465 313959.916 0.328
23796196 161657.425 0.935
44221331 190708.104 0.019
33398377 375687.796 0.598
44972943 227804.538 0.505
45265448 294970.098 0.029
36470398 333626.764 0.916
94685999 44912.503 0.013
94625205 410652.17 0.665
35753968 465681.217 0.408
66144884 11254.514 0.577
29699848 141539.379 0.631
10494051 198710.281 0.574
65296646 414472.456 0.596
72191949 186862.856 0.152
49535897 563299.263 0.856
57299598 163835.678 0.295
56177266 89782.248 0.889
47828638 253038.807 0.967
63950485 81903.041 0.616
86710838 532571.202 0.612
36987260 375571.748 0.222
56574508 238575.776 0.539
98669976 29893.788 0.274
14469859 24814.428 0.107
72461441 219030.955 0.355
82537514 425557.391 0.942
78400746 107287.526 0.773
43398709 452908.744 0.453
50777496 500174.549 0.89
43797847 248297.195 0.655
31133267 618341.751 0.645
52372537 407691.036 0.49
67409512 156234.359 0.959
34405966 230534.736 0.365
98612354 545018.411 0.599
42884347 2473.233 0.285
38825918 766570.701 0.399
87462133 633444.698 0.147
75801920 237097.932 0.941
4018596 303049.234 0.448
20955307 847632.575 0.841
82263499 40068.398 0.789
32072950 673631.733 0.932
8822661 439173.325 0.448
98869535 793689.742 0.468
43089120 275667.501 0.76
93532164 473400.524 0.484
40652802 198279.781 0.873
64979650 601779.457 0.768
44471877 639760.789 0.489
19044421 587584.266 0.509
63914666 131679.686 0.224
19401487 203765.473 0.002
96286463 697310.187 0.572
37759855 205647.254 0.263
8527558 586232.56 0.148
82592280 99717.826 0.786
59798814 189842.663 0.636
36245592 1047.208 0.824
56120539 39625.598 0.01
37765934 45961.615 0.383
74222911 133647.169 0.74
11855878 209419.703 0.843
55499495 367440.975 0.532
9612966 9990.451 0.692
33417325 344650.782 0.741
68526697 8875.028 0.324
67853580 303731.832 0.261
93151858 113197.422 0.279
40724887 206342.647 0.644
76053577 257074.174 0.197
64929103 31617.513 0.53
45725056 153448.193 0.259
24977457 82464.664 0.227
28314332 514883.665 0.099
87723338 27807.176 0.468
69733773 566670.987 0.104
62259506 202096.577 0.022
15346678 572466.427 0.878
19859564 163438.169 0.783
1524689 373695.348 0.686
26884676 552639.821 0.496
50143464 795176.908 0.193
21780244 42075.166 0.145
40808793 571913.453 0.914
86104187 110529.523 0.606
21264990 499523.64 0.539
24672100 84376.541 0.474
54769820 15843.664 0.844
49696036 102506.953 0.871
15319161 280604.463 0.341
58335407 50516.835 0.197
6780708 535224.883 0.389
75020744 82473.73 0.785
34364580 220818.973 0.85
85942573 823491.851 0.796
46294926 263405.493 0.679
67105113 411946.374 0.033
71057517 95795.068 0.532
75157294 64561.977 0.866
21959891 342402.512 0.504
52454539 34201.771 0.637
90265879 53646.839 0.09
49875657 25139.843 0.815
900348 90692.019 0.73
5847606 54340.817 0.414
1777055 267233.7 0.765
49795762 7080.157 0.26
49500385 6512.624 0.025
78987040 500888.991 0.629
31475181 281123.0 0.72
21961614 3804.56 0.578
28698250 3983.498 0.508
27984967 50725.421 0.928
78583636 165279.812 0.257
80303130 394247.659 0.706
28276196 659444.502 0.202
23465177 243002.41 0.712
69561236 219097.599 0.364
74960969 651774.785 0.483
93058119 177628.923 0.373
46746600 178928.606 0.65
49438197 301054.211 0.188
22894371 103452.145 0.911
8994675 500190.862 0.192
66832258 633684.893 0.792
22371783 398791.61 0.34
77263304 32041.641 0.635
69363401 50030.768 0.585
74870311 49721.691 0.713
25644400 503907.864 0.471
8639700 680409.742 0.015
56875995 52039.759 0.588
23877668 94174.702 0.714
7532548 47232.406 0.404
61271698 10450.413 0.064
17444503 444536.947 0.891
27831573 79306.636 0.592
20263663 2699.885 0.589
14973182 363964.723 0.96
84048237 1141.829 0.016
62039270 134427.389 0.221
1261630 1878.183 0.996
4095778 8216.634 0.487
9582595 427887.208 0.593
5165847 292242.979 0.774
25654897 403909.804 0.251
76316948 218846.988 0.786
34496440 602123.87 0.284
55838620 61546.961 0.738
43581870 73386.569 0.634
54998631 26603.316 0.861
86481568 55283.015 0.427
34054693 380527.289 0.4
38496635 639171.597 0.864
28665755 220618.175 0.092
20522169 279462.163 0.824
29017596 169057.122 0.837
54807351 196184.298 0.364
27534145 80072.021 0.453
89773560 289440.435 0.945
77921839 29244.637 0.107
92666786 22638.751 0.246
84488833 231501.79 0.544
86100891 10592.007 0.909
4258321 592393.648 0.191
78395711 440497.923 0.945
80060051 732948.789 0.275
86416897 4976.728 0.631
44226259 15565.348 0.509
10928618 385390.294 0.136
1082958 608317.317 0.915
1362698 246437.302 0.081
21748366 62971.457 0.431
37310657 118733.167 0.625
12889878 24096.861 0.543
67211145 65409.472 0.75
80738518 433955.134 0.441
90044552 227094.222 0.876
16340033 672130.594 0.813
79919488 271724.907 0.532
8646531 94357.333 0.621
73201015 6872.127 0.635
55770308 493460.104 0.185
37892515 196315.672 0.782
82471679 102849.955 0.01
89412337 2402.201 0.391
67867281 223106.536 0.652
56002845 478971.626 0.219
47636640 239318.887 0.217
64261723 17572.924 0.524
58918539 2667.059 0.483
32994523 103687.081 0.067
32309713 46119.723 0.166
89422925 31603.452 0.706
69564525 23615.712 0.408
73671320 294606.501 0.062
35713888 50053.694 0.821
75486494 91581.756 0.03
42274081 2553.091 0.632
15335009 262633.022 0.146
49294821 348059.928 0.347
49413086 8717.27 0.036
63219245 16681.271 0.483
12432261 64412.011 0.946
83554533 32728.111 0.066
73585617 24997.952 0.102
63905886 489763.097 0.197
46051868 6430.771 0.858
52095004 213977.507 0.304
97586072 5097.691 0.095
14265471 22564.271 0.65
24350807 369904.004 0.029
42981252 91717.367 0.608
95533465 4661.291 0.465
95548175 499088.263 0.868
69784536 81365.582 0.693
64331728 432114.008 0.866
60482698 188849.506 0.615
3924763 381610.208 0.667
69827743 376216.991 0.562
34851182 11594.712 0.679
51853723 35814.77 0.987
33374535 493408.039 0.978
7060490 264613.978 0.739
33429709 214749.903 0.077
85433873 76334.616 0.28
92053637 138956.462 0.799
85487932 1717.231 0.92
51892728 53931.039 0.965
25851345 519384.975 0.187
60197989 116233.11 0.926
92502209 17681.038 0.942
41076899 66814.042 0.395
81812731 190442.333 0.78
16452362 556150.732 0.728
